,term,gene,term_short
1750,"HALLMARK ESTROGEN RESPONSE
 EARLY",TUBB2B,ESTROGEN RESPONSE EARLY
1751,"HALLMARK ESTROGEN RESPONSE
 EARLY",TBC1D30,ESTROGEN RESPONSE EARLY
1752,"HALLMARK ESTROGEN RESPONSE
 EARLY",SEC14L2,ESTROGEN RESPONSE EARLY
1753,"HALLMARK ESTROGEN RESPONSE
 EARLY",ENDOD1,ESTROGEN RESPONSE EARLY
1754,"HALLMARK ESTROGEN RESPONSE
 EARLY",HR,ESTROGEN RESPONSE EARLY
1755,"HALLMARK ESTROGEN RESPONSE
 EARLY",SCARB1,ESTROGEN RESPONSE EARLY
1756,"HALLMARK ESTROGEN RESPONSE
 EARLY",NCOR2,ESTROGEN RESPONSE EARLY
1757,"HALLMARK ESTROGEN RESPONSE
 EARLY",RHOD,ESTROGEN RESPONSE EARLY
1758,"HALLMARK ESTROGEN RESPONSE
 EARLY",INPP5F,ESTROGEN RESPONSE EARLY
1759,"HALLMARK ESTROGEN RESPONSE
 EARLY",PPIF,ESTROGEN RESPONSE EARLY
1760,"HALLMARK ESTROGEN RESPONSE
 EARLY",DHRS3,ESTROGEN RESPONSE EARLY
1761,"HALLMARK ESTROGEN RESPONSE
 EARLY",FDFT1,ESTROGEN RESPONSE EARLY
1762,"HALLMARK ESTROGEN RESPONSE
 EARLY",GAB2,ESTROGEN RESPONSE EARLY
1763,"HALLMARK ESTROGEN RESPONSE
 EARLY",UNC119,ESTROGEN RESPONSE EARLY
1764,"HALLMARK ESTROGEN RESPONSE
 EARLY",KLF10,ESTROGEN RESPONSE EARLY
1765,"HALLMARK ESTROGEN RESPONSE
 EARLY",HES1,ESTROGEN RESPONSE EARLY
1766,"HALLMARK ESTROGEN RESPONSE
 EARLY",FKBP5,ESTROGEN RESPONSE EARLY
1767,"HALLMARK ESTROGEN RESPONSE
 EARLY",SLC2A1,ESTROGEN RESPONSE EARLY
1768,"HALLMARK ESTROGEN RESPONSE
 EARLY",AMFR,ESTROGEN RESPONSE EARLY
1769,"HALLMARK ESTROGEN RESPONSE
 EARLY",NADSYN1,ESTROGEN RESPONSE EARLY
1770,"HALLMARK ESTROGEN RESPONSE
 EARLY",INHBB,ESTROGEN RESPONSE EARLY
1771,"HALLMARK ESTROGEN RESPONSE
 EARLY",BHLHE40,ESTROGEN RESPONSE EARLY
1772,"HALLMARK ESTROGEN RESPONSE
 EARLY",CALB2,ESTROGEN RESPONSE EARLY
1773,"HALLMARK ESTROGEN RESPONSE
 EARLY",FASN,ESTROGEN RESPONSE EARLY
1774,"HALLMARK ESTROGEN RESPONSE
 EARLY",CHPT1,ESTROGEN RESPONSE EARLY
1775,"HALLMARK ESTROGEN RESPONSE
 EARLY",MYBBP1A,ESTROGEN RESPONSE EARLY
1776,"HALLMARK ESTROGEN RESPONSE
 EARLY",ELOVL5,ESTROGEN RESPONSE EARLY
1777,"HALLMARK ESTROGEN RESPONSE
 EARLY",DYNLT3,ESTROGEN RESPONSE EARLY
1778,"HALLMARK ESTROGEN RESPONSE
 EARLY",ABLIM1,ESTROGEN RESPONSE EARLY
1779,"HALLMARK ESTROGEN RESPONSE
 EARLY",SOX3,ESTROGEN RESPONSE EARLY
1780,"HALLMARK ESTROGEN RESPONSE
 EARLY",SLC24A3,ESTROGEN RESPONSE EARLY
1781,"HALLMARK ESTROGEN RESPONSE
 EARLY",RAB17,ESTROGEN RESPONSE EARLY
1782,"HALLMARK ESTROGEN RESPONSE
 EARLY",MAST4,ESTROGEN RESPONSE EARLY
1783,"HALLMARK ESTROGEN RESPONSE
 EARLY",KCNK5,ESTROGEN RESPONSE EARLY
1784,"HALLMARK ESTROGEN RESPONSE
 EARLY",ELF1,ESTROGEN RESPONSE EARLY
1785,"HALLMARK ESTROGEN RESPONSE
 EARLY",RPS6KA2,ESTROGEN RESPONSE EARLY
1786,"HALLMARK ESTROGEN RESPONSE
 EARLY",ISG20L2,ESTROGEN RESPONSE EARLY
1787,"HALLMARK ESTROGEN RESPONSE
 EARLY",IL6ST,ESTROGEN RESPONSE EARLY
1788,"HALLMARK ESTROGEN RESPONSE
 EARLY",SYNGR1,ESTROGEN RESPONSE EARLY
1789,"HALLMARK ESTROGEN RESPONSE
 EARLY",SH3BP5,ESTROGEN RESPONSE EARLY
1790,"HALLMARK ESTROGEN RESPONSE
 EARLY",ALDH3B1,ESTROGEN RESPONSE EARLY
1791,"HALLMARK ESTROGEN RESPONSE
 EARLY",THSD4,ESTROGEN RESPONSE EARLY
1792,"HALLMARK ESTROGEN RESPONSE
 EARLY",CLIC3,ESTROGEN RESPONSE EARLY
1793,"HALLMARK ESTROGEN RESPONSE
 EARLY",NXT1,ESTROGEN RESPONSE EARLY
1794,"HALLMARK ESTROGEN RESPONSE
 EARLY",NAV2,ESTROGEN RESPONSE EARLY
1795,"HALLMARK ESTROGEN RESPONSE
 EARLY",RRP12,ESTROGEN RESPONSE EARLY
1796,"HALLMARK ESTROGEN RESPONSE
 EARLY",ADCY1,ESTROGEN RESPONSE EARLY
1797,"HALLMARK ESTROGEN RESPONSE
 EARLY",DHCR7,ESTROGEN RESPONSE EARLY
1798,"HALLMARK ESTROGEN RESPONSE
 EARLY",MICB,ESTROGEN RESPONSE EARLY
1799,"HALLMARK ESTROGEN RESPONSE
 EARLY",AKAP1,ESTROGEN RESPONSE EARLY
1800,"HALLMARK ESTROGEN RESPONSE
 LATE",TFF1,ESTROGEN RESPONSE LATE
1801,"HALLMARK ESTROGEN RESPONSE
 LATE",SLC9A3R1,ESTROGEN RESPONSE LATE
1802,"HALLMARK ESTROGEN RESPONSE
 LATE",TPD52L1,ESTROGEN RESPONSE LATE
1803,"HALLMARK ESTROGEN RESPONSE
 LATE",PRSS23,ESTROGEN RESPONSE LATE
1804,"HALLMARK ESTROGEN RESPONSE
 LATE",CA12,ESTROGEN RESPONSE LATE
1805,"HALLMARK ESTROGEN RESPONSE
 LATE",PDZK1,ESTROGEN RESPONSE LATE
1806,"HALLMARK ESTROGEN RESPONSE
 LATE",ANXA9,ESTROGEN RESPONSE LATE
1807,"HALLMARK ESTROGEN RESPONSE
 LATE",CELSR2,ESTROGEN RESPONSE LATE
1808,"HALLMARK ESTROGEN RESPONSE
 LATE",TJP3,ESTROGEN RESPONSE LATE
1809,"HALLMARK ESTROGEN RESPONSE
 LATE",PGR,ESTROGEN RESPONSE LATE
1810,"HALLMARK ESTROGEN RESPONSE
 LATE",RET,ESTROGEN RESPONSE LATE
1811,"HALLMARK ESTROGEN RESPONSE
 LATE",MYB,ESTROGEN RESPONSE LATE
1812,"HALLMARK ESTROGEN RESPONSE
 LATE",TPBG,ESTROGEN RESPONSE LATE
1813,"HALLMARK ESTROGEN RESPONSE
 LATE",EGR3,ESTROGEN RESPONSE LATE
1814,"HALLMARK ESTROGEN RESPONSE
 LATE",ARL3,ESTROGEN RESPONSE LATE
1815,"HALLMARK ESTROGEN RESPONSE
 LATE",OLFM1,ESTROGEN RESPONSE LATE
1816,"HALLMARK ESTROGEN RESPONSE
 LATE",NPY1R,ESTROGEN RESPONSE LATE
1817,"HALLMARK ESTROGEN RESPONSE
 LATE",SCNN1A,ESTROGEN RESPONSE LATE
1818,"HALLMARK ESTROGEN RESPONSE
 LATE",XBP1,ESTROGEN RESPONSE LATE
1819,"HALLMARK ESTROGEN RESPONSE
 LATE",AREG,ESTROGEN RESPONSE LATE
1820,"HALLMARK ESTROGEN RESPONSE
 LATE",IL17RB,ESTROGEN RESPONSE LATE
1821,"HALLMARK ESTROGEN RESPONSE
 LATE",NRIP1,ESTROGEN RESPONSE LATE
1822,"HALLMARK ESTROGEN RESPONSE
 LATE",ASS1,ESTROGEN RESPONSE LATE
1823,"HALLMARK ESTROGEN RESPONSE
 LATE",TFF3,ESTROGEN RESPONSE LATE
1824,"HALLMARK ESTROGEN RESPONSE
 LATE",FKBP4,ESTROGEN RESPONSE LATE
1825,"HALLMARK ESTROGEN RESPONSE
 LATE",SLC27A2,ESTROGEN RESPONSE LATE
1826,"HALLMARK ESTROGEN RESPONSE
 LATE",SEMA3B,ESTROGEN RESPONSE LATE
1827,"HALLMARK ESTROGEN RESPONSE
 LATE",GPER1,ESTROGEN RESPONSE LATE
1828,"HALLMARK ESTROGEN RESPONSE
 LATE",LLGL2,ESTROGEN RESPONSE LATE
1829,"HALLMARK ESTROGEN RESPONSE
 LATE",AGR2,ESTROGEN RESPONSE LATE
1830,"HALLMARK ESTROGEN RESPONSE
 LATE",KRT19,ESTROGEN RESPONSE LATE
1831,"HALLMARK ESTROGEN RESPONSE
 LATE",CCN5,ESTROGEN RESPONSE LATE
1832,"HALLMARK ESTROGEN RESPONSE
 LATE",BLVRB,ESTROGEN RESPONSE LATE
1833,"HALLMARK ESTROGEN RESPONSE
 LATE",FLNB,ESTROGEN RESPONSE LATE
1834,"HALLMARK ESTROGEN RESPONSE
 LATE",PDCD4,ESTROGEN RESPONSE LATE
1835,"HALLMARK ESTROGEN RESPONSE
 LATE",CALCR,ESTROGEN RESPONSE LATE
1836,"HALLMARK ESTROGEN RESPONSE
 LATE",IGFBP4,ESTROGEN RESPONSE LATE
1837,"HALLMARK ESTROGEN RESPONSE
 LATE",DNAJC12,ESTROGEN RESPONSE LATE
1838,"HALLMARK ESTROGEN RESPONSE
 LATE",TIAM1,ESTROGEN RESPONSE LATE
1839,"HALLMARK ESTROGEN RESPONSE
 LATE",TSPAN13,ESTROGEN RESPONSE LATE
1840,"HALLMARK ESTROGEN RESPONSE
 LATE",CXCL12,ESTROGEN RESPONSE LATE
1841,"HALLMARK ESTROGEN RESPONSE
 LATE",RAB31,ESTROGEN RESPONSE LATE
1842,"HALLMARK ESTROGEN RESPONSE
 LATE",PKP3,ESTROGEN RESPONSE LATE
1843,"HALLMARK ESTROGEN RESPONSE
 LATE",CYP26B1,ESTROGEN RESPONSE LATE
1844,"HALLMARK ESTROGEN RESPONSE
 LATE",FKBP5,ESTROGEN RESPONSE LATE
1845,"HALLMARK ESTROGEN RESPONSE
 LATE",SIAH2,ESTROGEN RESPONSE LATE
1846,"HALLMARK ESTROGEN RESPONSE
 LATE",ISG20,ESTROGEN RESPONSE LATE
1847,"HALLMARK ESTROGEN RESPONSE
 LATE",TMPRSS3,ESTROGEN RESPONSE LATE
1848,"HALLMARK ESTROGEN RESPONSE
 LATE",SERPINA3,ESTROGEN RESPONSE LATE
1849,"HALLMARK ESTROGEN RESPONSE
 LATE",WFS1,ESTROGEN RESPONSE LATE
1850,"HALLMARK ESTROGEN RESPONSE
 LATE",MAPT,ESTROGEN RESPONSE LATE
1851,"HALLMARK ESTROGEN RESPONSE
 LATE",PDLIM3,ESTROGEN RESPONSE LATE
1852,"HALLMARK ESTROGEN RESPONSE
 LATE",RBBP8,ESTROGEN RESPONSE LATE
1853,"HALLMARK ESTROGEN RESPONSE
 LATE",GJB3,ESTROGEN RESPONSE LATE
1854,"HALLMARK ESTROGEN RESPONSE
 LATE",PRLR,ESTROGEN RESPONSE LATE
1855,"HALLMARK ESTROGEN RESPONSE
 LATE",SLC1A4,ESTROGEN RESPONSE LATE
1856,"HALLMARK ESTROGEN RESPONSE
 LATE",FOS,ESTROGEN RESPONSE LATE
1857,"HALLMARK ESTROGEN RESPONSE
 LATE",PLAAT3,ESTROGEN RESPONSE LATE
1858,"HALLMARK ESTROGEN RESPONSE
 LATE",SLC7A5,ESTROGEN RESPONSE LATE
1859,"HALLMARK ESTROGEN RESPONSE
 LATE",SERPINA5,ESTROGEN RESPONSE LATE
1860,"HALLMARK ESTROGEN RESPONSE
 LATE",IMPA2,ESTROGEN RESPONSE LATE
1861,"HALLMARK ESTROGEN RESPONSE
 LATE",DHCR7,ESTROGEN RESPONSE LATE
1862,"HALLMARK ESTROGEN RESPONSE
 LATE",MYOF,ESTROGEN RESPONSE LATE
1863,"HALLMARK ESTROGEN RESPONSE
 LATE",CDH1,ESTROGEN RESPONSE LATE
1864,"HALLMARK ESTROGEN RESPONSE
 LATE",EMP2,ESTROGEN RESPONSE LATE
1865,"HALLMARK ESTROGEN RESPONSE
 LATE",OVOL2,ESTROGEN RESPONSE LATE
1866,"HALLMARK ESTROGEN RESPONSE
 LATE",DLG5,ESTROGEN RESPONSE LATE
1867,"HALLMARK ESTROGEN RESPONSE
 LATE",SOX3,ESTROGEN RESPONSE LATE
1868,"HALLMARK ESTROGEN RESPONSE
 LATE",CHPT1,ESTROGEN RESPONSE LATE
1869,"HALLMARK ESTROGEN RESPONSE
 LATE",KLK10,ESTROGEN RESPONSE LATE
1870,"HALLMARK ESTROGEN RESPONSE
 LATE",ELOVL5,ESTROGEN RESPONSE LATE
1871,"HALLMARK ESTROGEN RESPONSE
 LATE",RAPGEFL1,ESTROGEN RESPONSE LATE
1872,"HALLMARK ESTROGEN RESPONSE
 LATE",JAK2,ESTROGEN RESPONSE LATE
1873,"HALLMARK ESTROGEN RESPONSE
 LATE",SLC26A2,ESTROGEN RESPONSE LATE
1874,"HALLMARK ESTROGEN RESPONSE
 LATE",SLC22A5,ESTROGEN RESPONSE LATE
1875,"HALLMARK ESTROGEN RESPONSE
 LATE",ITPK1,ESTROGEN RESPONSE LATE
1876,"HALLMARK ESTROGEN RESPONSE
 LATE",PCP4,ESTROGEN RESPONSE LATE
1877,"HALLMARK ESTROGEN RESPONSE
 LATE",PAPSS2,ESTROGEN RESPONSE LATE
1878,"HALLMARK ESTROGEN RESPONSE
 LATE",NAB2,ESTROGEN RESPONSE LATE
1879,"HALLMARK ESTROGEN RESPONSE
 LATE",FAM102A,ESTROGEN RESPONSE LATE
1880,"HALLMARK ESTROGEN RESPONSE
 LATE",BCL2,ESTROGEN RESPONSE LATE
1881,"HALLMARK ESTROGEN RESPONSE
 LATE",LSR,ESTROGEN RESPONSE LATE
1882,"HALLMARK ESTROGEN RESPONSE
 LATE",CACNA2D2,ESTROGEN RESPONSE LATE
1883,"HALLMARK ESTROGEN RESPONSE
 LATE",CA2,ESTROGEN RESPONSE LATE
1884,"HALLMARK ESTROGEN RESPONSE
 LATE",ASCL1,ESTROGEN RESPONSE LATE
1885,"HALLMARK ESTROGEN RESPONSE
 LATE",ACOX2,ESTROGEN RESPONSE LATE
1886,"HALLMARK ESTROGEN RESPONSE
 LATE",CISH,ESTROGEN RESPONSE LATE
1887,"HALLMARK ESTROGEN RESPONSE
 LATE",GLA,ESTROGEN RESPONSE LATE
1888,"HALLMARK ESTROGEN RESPONSE
 LATE",PTGES,ESTROGEN RESPONSE LATE
1889,"HALLMARK ESTROGEN RESPONSE
 LATE",PERP,ESTROGEN RESPONSE LATE
1890,"HALLMARK ESTROGEN RESPONSE
 LATE",OPN3,ESTROGEN RESPONSE LATE
1891,"HALLMARK ESTROGEN RESPONSE
 LATE",KRT13,ESTROGEN RESPONSE LATE
1892,"HALLMARK ESTROGEN RESPONSE
 LATE",HSPB8,ESTROGEN RESPONSE LATE
1893,"HALLMARK ESTROGEN RESPONSE
 LATE",UGDH,ESTROGEN RESPONSE LATE
1894,"HALLMARK ESTROGEN RESPONSE
 LATE",CLIC3,ESTROGEN RESPONSE LATE
1895,"HALLMARK ESTROGEN RESPONSE
 LATE",KLK11,ESTROGEN RESPONSE LATE
1896,"HALLMARK ESTROGEN RESPONSE
 LATE",PLAC1,ESTROGEN RESPONSE LATE
1897,"HALLMARK ESTROGEN RESPONSE
 LATE",ABHD2,ESTROGEN RESPONSE LATE
1898,"HALLMARK ESTROGEN RESPONSE
 LATE",SCARB1,ESTROGEN RESPONSE LATE
1899,"HALLMARK ESTROGEN RESPONSE
 LATE",DCXR,ESTROGEN RESPONSE LATE
1900,"HALLMARK ESTROGEN RESPONSE
 LATE",CCND1,ESTROGEN RESPONSE LATE
1901,"HALLMARK ESTROGEN RESPONSE
 LATE",SFN,ESTROGEN RESPONSE LATE
1902,"HALLMARK ESTROGEN RESPONSE
 LATE",ABCA3,ESTROGEN RESPONSE LATE
1903,"HALLMARK ESTROGEN RESPONSE
 LATE",SULT2B1,ESTROGEN RESPONSE LATE
1904,"HALLMARK ESTROGEN RESPONSE
 LATE",CCNA1,ESTROGEN RESPONSE LATE
1905,"HALLMARK ESTROGEN RESPONSE
 LATE",STIL,ESTROGEN RESPONSE LATE
1906,"HALLMARK ESTROGEN RESPONSE
 LATE",MICB,ESTROGEN RESPONSE LATE
1907,"HALLMARK ESTROGEN RESPONSE
 LATE",ZFP36,ESTROGEN RESPONSE LATE
1908,"HALLMARK ESTROGEN RESPONSE
 LATE",CAV1,ESTROGEN RESPONSE LATE
1909,"HALLMARK ESTROGEN RESPONSE
 LATE",NBL1,ESTROGEN RESPONSE LATE
1910,"HALLMARK ESTROGEN RESPONSE
 LATE",CD44,ESTROGEN RESPONSE LATE
1911,"HALLMARK ESTROGEN RESPONSE
 LATE",HR,ESTROGEN RESPONSE LATE
1912,"HALLMARK ESTROGEN RESPONSE
 LATE",HOMER2,ESTROGEN RESPONSE LATE
1913,"HALLMARK ESTROGEN RESPONSE
 LATE",BTG3,ESTROGEN RESPONSE LATE
1914,"HALLMARK ESTROGEN RESPONSE
 LATE",GAL,ESTROGEN RESPONSE LATE
1915,"HALLMARK ESTROGEN RESPONSE
 LATE",ETFB,ESTROGEN RESPONSE LATE
1916,"HALLMARK ESTROGEN RESPONSE
 LATE",BAG1,ESTROGEN RESPONSE LATE
1917,"HALLMARK ESTROGEN RESPONSE
 LATE",FRK,ESTROGEN RESPONSE LATE
1918,"HALLMARK ESTROGEN RESPONSE
 LATE",SLC16A1,ESTROGEN RESPONSE LATE
1919,"HALLMARK ESTROGEN RESPONSE
 LATE",AFF1,ESTROGEN RESPONSE LATE
1920,"HALLMARK ESTROGEN RESPONSE
 LATE",TFAP2C,ESTROGEN RESPONSE LATE
1921,"HALLMARK ESTROGEN RESPONSE
 LATE",IGSF1,ESTROGEN RESPONSE LATE
1922,"HALLMARK ESTROGEN RESPONSE
 LATE",HPRT1,ESTROGEN RESPONSE LATE
1923,"HALLMARK ESTROGEN RESPONSE
 LATE",CDC6,ESTROGEN RESPONSE LATE
1924,"HALLMARK ESTROGEN RESPONSE
 LATE",FARP1,ESTROGEN RESPONSE LATE
1925,"HALLMARK ESTROGEN RESPONSE
 LATE",AMFR,ESTROGEN RESPONSE LATE
1926,"HALLMARK ESTROGEN RESPONSE
 LATE",DHRS2,ESTROGEN RESPONSE LATE
1927,"HALLMARK ESTROGEN RESPONSE
 LATE",NXT1,ESTROGEN RESPONSE LATE
1928,"HALLMARK ESTROGEN RESPONSE
 LATE",S100A9,ESTROGEN RESPONSE LATE
1929,"HALLMARK ESTROGEN RESPONSE
 LATE",SLC29A1,ESTROGEN RESPONSE LATE
1930,"HALLMARK ESTROGEN RESPONSE
 LATE",SLC24A3,ESTROGEN RESPONSE LATE
1931,"HALLMARK ESTROGEN RESPONSE
 LATE",FOXC1,ESTROGEN RESPONSE LATE
1932,"HALLMARK ESTROGEN RESPONSE
 LATE",KIF20A,ESTROGEN RESPONSE LATE
1933,"HALLMARK ESTROGEN RESPONSE
 LATE",TOB1,ESTROGEN RESPONSE LATE
1934,"HALLMARK ESTROGEN RESPONSE
 LATE",FDFT1,ESTROGEN RESPONSE LATE
1935,"HALLMARK ESTROGEN RESPONSE
 LATE",DNAJC1,ESTROGEN RESPONSE LATE
1936,"HALLMARK ESTROGEN RESPONSE
 LATE",TPSAB1,ESTROGEN RESPONSE LATE
1937,"HALLMARK ESTROGEN RESPONSE
 LATE",TSTA3,ESTROGEN RESPONSE LATE
1938,"HALLMARK ESTROGEN RESPONSE
 LATE",FGFR3,ESTROGEN RESPONSE LATE
1939,"HALLMARK ESTROGEN RESPONSE
 LATE",SGK1,ESTROGEN RESPONSE LATE
1940,"HALLMARK ESTROGEN RESPONSE
 LATE",ID2,ESTROGEN RESPONSE LATE
1941,"HALLMARK ESTROGEN RESPONSE
 LATE",GALE,ESTROGEN RESPONSE LATE
1942,"HALLMARK ESTROGEN RESPONSE
 LATE",BATF,ESTROGEN RESPONSE LATE
1943,"HALLMARK ESTROGEN RESPONSE
 LATE",MAPK13,ESTROGEN RESPONSE LATE
1944,"HALLMARK ESTROGEN RESPONSE
 LATE",FABP5,ESTROGEN RESPONSE LATE
1945,"HALLMARK ESTROGEN RESPONSE
 LATE",MEST,ESTROGEN RESPONSE LATE
1946,"HALLMARK ESTROGEN RESPONSE
 LATE",JAK1,ESTROGEN RESPONSE LATE
1947,"HALLMARK ESTROGEN RESPONSE
 LATE",CYP4F11,ESTROGEN RESPONSE LATE
1948,"HALLMARK ESTROGEN RESPONSE
 LATE",KCNK5,ESTROGEN RESPONSE LATE
1949,"HALLMARK ESTROGEN RESPONSE
 LATE",CPE,ESTROGEN RESPONSE LATE
1950,"HALLMARK ESTROGEN RESPONSE
 LATE",XRCC3,ESTROGEN RESPONSE LATE
1951,"HALLMARK ESTROGEN RESPONSE
 LATE",CXCL14,ESTROGEN RESPONSE LATE
1952,"HALLMARK ESTROGEN RESPONSE
 LATE",SCUBE2,ESTROGEN RESPONSE LATE
1953,"HALLMARK ESTROGEN RESPONSE
 LATE",CDC20,ESTROGEN RESPONSE LATE
1954,"HALLMARK ESTROGEN RESPONSE
 LATE",IL6ST,ESTROGEN RESPONSE LATE
1955,"HALLMARK ESTROGEN RESPONSE
 LATE",GINS2,ESTROGEN RESPONSE LATE
1956,"HALLMARK ESTROGEN RESPONSE
 LATE",TRIM29,ESTROGEN RESPONSE LATE
1957,"HALLMARK ESTROGEN RESPONSE
 LATE",UNC13B,ESTROGEN RESPONSE LATE
1958,"HALLMARK ESTROGEN RESPONSE
 LATE",LAMC2,ESTROGEN RESPONSE LATE
1959,"HALLMARK ESTROGEN RESPONSE
 LATE",LARGE1,ESTROGEN RESPONSE LATE
1960,"HALLMARK ESTROGEN RESPONSE
 LATE",SLC2A8,ESTROGEN RESPONSE LATE
1961,"HALLMARK ESTROGEN RESPONSE
 LATE",PLXNB1,ESTROGEN RESPONSE LATE
1962,"HALLMARK ESTROGEN RESPONSE
 LATE",PRKAR2B,ESTROGEN RESPONSE LATE
1963,"HALLMARK ESTROGEN RESPONSE
 LATE",RPS6KA2,ESTROGEN RESPONSE LATE
1964,"HALLMARK ESTROGEN RESPONSE
 LATE",HSPA4L,ESTROGEN RESPONSE LATE
1965,"HALLMARK ESTROGEN RESPONSE
 LATE",TFPI2,ESTROGEN RESPONSE LATE
1966,"HALLMARK ESTROGEN RESPONSE
 LATE",SERPINA1,ESTROGEN RESPONSE LATE
1967,"HALLMARK ESTROGEN RESPONSE
 LATE",TNNC1,ESTROGEN RESPONSE LATE
1968,"HALLMARK ESTROGEN RESPONSE
 LATE",HMGCS2,ESTROGEN RESPONSE LATE
1969,"HALLMARK ESTROGEN RESPONSE
 LATE",ALDH3A2,ESTROGEN RESPONSE LATE
1970,"HALLMARK ESTROGEN RESPONSE
 LATE",CD9,ESTROGEN RESPONSE LATE
1971,"HALLMARK ESTROGEN RESPONSE
 LATE",IDH2,ESTROGEN RESPONSE LATE
1972,"HALLMARK ESTROGEN RESPONSE
 LATE",SORD,ESTROGEN RESPONSE LATE
1973,"HALLMARK ESTROGEN RESPONSE
 LATE",MDK,ESTROGEN RESPONSE LATE
1974,"HALLMARK ESTROGEN RESPONSE
 LATE",ALDH3B1,ESTROGEN RESPONSE LATE
1975,"HALLMARK ESTROGEN RESPONSE
 LATE",PTGER3,ESTROGEN RESPONSE LATE
1976,"HALLMARK ESTROGEN RESPONSE
 LATE",RABEP1,ESTROGEN RESPONSE LATE
1977,"HALLMARK ESTROGEN RESPONSE
 LATE",KLF4,ESTROGEN RESPONSE LATE
1978,"HALLMARK ESTROGEN RESPONSE
 LATE",PPIF,ESTROGEN RESPONSE LATE
1979,"HALLMARK ESTROGEN RESPONSE
 LATE",SNX10,ESTROGEN RESPONSE LATE
1980,"HALLMARK ESTROGEN RESPONSE
 LATE",METTL3,ESTROGEN RESPONSE LATE
1981,"HALLMARK ESTROGEN RESPONSE
 LATE",PLK4,ESTROGEN RESPONSE LATE
1982,"HALLMARK ESTROGEN RESPONSE
 LATE",COX6C,ESTROGEN RESPONSE LATE
1983,"HALLMARK ESTROGEN RESPONSE
 LATE",ST14,ESTROGEN RESPONSE LATE
1984,"HALLMARK ESTROGEN RESPONSE
 LATE",NCOR2,ESTROGEN RESPONSE LATE
1985,"HALLMARK ESTROGEN RESPONSE
 LATE",MOCS2,ESTROGEN RESPONSE LATE
1986,"HALLMARK ESTROGEN RESPONSE
 LATE",NMU,ESTROGEN RESPONSE LATE
1987,"HALLMARK ESTROGEN RESPONSE
 LATE",TH,ESTROGEN RESPONSE LATE
1988,"HALLMARK ESTROGEN RESPONSE
 LATE",RNASEH2A,ESTROGEN RESPONSE LATE
1989,"HALLMARK ESTROGEN RESPONSE
 LATE",CHST8,ESTROGEN RESPONSE LATE
1990,"HALLMARK ESTROGEN RESPONSE
 LATE",TST,ESTROGEN RESPONSE LATE
1991,"HALLMARK ESTROGEN RESPONSE
 LATE",TOP2A,ESTROGEN RESPONSE LATE
1992,"HALLMARK ESTROGEN RESPONSE
 LATE",CKB,ESTROGEN RESPONSE LATE
1993,"HALLMARK ESTROGEN RESPONSE
 LATE",LTF,ESTROGEN RESPONSE LATE
1994,"HALLMARK ESTROGEN RESPONSE
 LATE",DUSP2,ESTROGEN RESPONSE LATE
1995,"HALLMARK ESTROGEN RESPONSE
 LATE",PTPN6,ESTROGEN RESPONSE LATE
1996,"HALLMARK ESTROGEN RESPONSE
 LATE",ATP2B4,ESTROGEN RESPONSE LATE
1997,"HALLMARK ESTROGEN RESPONSE
 LATE",ST6GALNAC2,ESTROGEN RESPONSE LATE
1998,"HALLMARK ESTROGEN RESPONSE
 LATE",ADD3,ESTROGEN RESPONSE LATE
1999,"HALLMARK ESTROGEN RESPONSE
 LATE",DYNLT3,ESTROGEN RESPONSE LATE
4049,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",COL3A1,EPITHELIAL MESENCHYMAL...
4050,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",COL5A2,EPITHELIAL MESENCHYMAL...
4051,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",COL5A1,EPITHELIAL MESENCHYMAL...
4052,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",FBN1,EPITHELIAL MESENCHYMAL...
4053,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",COL1A1,EPITHELIAL MESENCHYMAL...
4054,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",FN1,EPITHELIAL MESENCHYMAL...
4055,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",COL6A3,EPITHELIAL MESENCHYMAL...
4056,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",SERPINE1,EPITHELIAL MESENCHYMAL...
4057,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",COL1A2,EPITHELIAL MESENCHYMAL...
4058,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",COL4A1,EPITHELIAL MESENCHYMAL...
4059,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",COL4A2,EPITHELIAL MESENCHYMAL...
4060,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",VCAN,EPITHELIAL MESENCHYMAL...
4061,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",IGFBP3,EPITHELIAL MESENCHYMAL...
4062,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",TGFBI,EPITHELIAL MESENCHYMAL...
4063,"HALLMARK EPITHELIAL MESENCHYMAL
 TRANSITION",SPARC,EPITHELIAL MESENCHYMAL...
